1,2,1
2,3,3
2,4,3
2,5,1
2,6,1
2,7,1
2,8,1
2,9,1
2,10,1
2,11,3
3,4,3
3,11,3
4,11,3
11,12,1
11,13,2
11,14,1
11,15,1
11,16,1
11,24,7
11,25,7
11,26,7
11,27,4
11,28,7
11,29,2
11,30,6
11,32,2
11,33,1
11,34,2
11,35,6
11,36,6
11,37,6
11,38,6
11,39,6
11,44,3
11,45,2
11,49,7
11,50,4
11,52,4
11,56,4
11,59,2
11,65,2
11,69,7
11,70,7
11,71,7
11,72,7
11,73,3
13,24,2
17,18,7
17,19,7
17,20,7
17,21,7
17,22,7
17,23,7
17,24,7
18,19,7
18,20,7
18,21,7
18,22,7
18,23,7
18,24,7
18,27,2
18,56,2
19,20,7
19,21,7
19,22,7
19,23,7
19,24,7
20,21,7
20,22,7
20,23,7
20,24,7
21,22,7
21,23,7
21,24,7
22,23,7
22,24,7
23,24,7
24,25,7
24,26,7
24,28,7
24,30,2
24,31,2
24,32,2
25,26,7
25,27,2
25,28,7
25,42,7
25,43,2
25,51,2
25,69,7
25,70,7
25,71,7
26,27,2
26,28,7
26,40,2
26,41,1
26,42,7
26,43,2
26,49,7
26,56,2
26,69,7
26,70,7
26,71,7
26,72,7
26,76,7
27,28,3
27,44,3
27,50,4
27,52,4
27,55,4
27,56,4
27,73,3
28,29,2
28,30,2
28,32,2
28,34,2
28,44,3
28,49,7
28,59,2
28,69,7
28,70,7
28,71,7
28,72,7
28,73,3
29,45,2
29,46,1
30,35,6
30,36,6
30,37,6
30,38,6
30,39,6
31,32,2
35,36,6
35,37,6
35,38,6
35,39,6
36,37,6
36,38,6
36,39,6
37,38,6
37,39,6
38,39,6
40,53,1
40,56,2
42,43,2
42,56,2
42,58,1
42,63,2
42,69,7
42,70,7
42,71,7
42,72,7
42,76,7
47,48,1
47,49,1
49,56,9
49,58,9
49,59,9
49,60,9
49,61,9
49,62,9
49,63,9
49,64,9
49,65,9
49,66,9
49,67,9
49,69,7
49,70,7
49,72,7
49,74,2
49,75,2
49,76,7
49,77,2
50,51,2
50,52,4
50,55,4
50,56,4
50,57,2
52,53,1
52,54,1
52,55,4
52,56,4
55,56,4
56,57,2
56,58,9
56,59,9
56,60,9
56,62,9
56,63,9
56,64,9
56,65,9
56,66,9
58,59,9
58,60,9
58,62,9
58,63,9
58,64,9
58,65,9
58,66,9
58,68,1
59,60,9
59,61,9
59,62,9
59,63,9
59,64,9
59,65,9
59,66,9
59,67,9
59,71,1
59,77,2
60,61,9
60,62,9
60,63,9
60,64,9
60,65,9
60,66,9
60,67,9
61,62,9
61,63,9
61,64,9
61,65,9
61,66,9
61,67,9
62,63,9
62,64,9
62,65,9
62,66,9
62,67,9
63,64,9
63,65,9
63,66,9
63,67,9
63,77,2
64,65,9
64,66,9
64,67,9
64,77,1
65,66,9
65,67,9
65,77,2
66,67,9
66,77,1
67,77,1
69,70,7
69,71,7
69,72,7
69,76,7
70,71,7
70,72,7
70,76,7
71,72,7
71,76,7
72,76,7
74,75,2
